,,,,,,,,,,,,,,,,,,Mita-Line,,Oedo-Line,
,23:00~0:00,Y,N,N,N,N,N,N,N,sunny,24.6,69,0,1.7,north,0,,2,1,1,1
2022.08.09,0:00~1:00,Y,N,N,N,N,N,N,N,sunny,24.2,71,0,1.3,north,0,,1,1,1,1
,1:00~2:00,Y,N,N,N,N,N,N,N,sunny,23.9,73,0,2.4,north-northwest,0,,0,0,0,0
,2:00~3:00,Y,N,N,N,N,N,N,N,sunny,23.7,72,0,1.4,north,0,,0,0,0,0
,3:00~4:00,Y,N,N,N,N,N,N,N,sunny,24,73,0,2.3,north,0,,0,0,0,0
,4:00~5:00,Y,N,N,N,N,N,N,N,sunny,22.9,72,0,1.3,north-northwest,0,,0,0,0,0
,5:00~6:00,Y,N,N,N,N,N,N,N,sunny,22,77,0,2.2,north-northwest,0.04,,3,1,3,2
,6:00~7:00,Y,N,N,N,N,N,N,N,sunny,22.3,77,0,2.2,west-northwest,0.55,,4,3,3,3
,7:00~8:00,Y,N,Y,N,N,N,N,N,sunny,23,75,0,1.5,north,0.92,,4,3,3,3
,8:00~9:00,Y,N,Y,N,N,N,N,N,sunny,24.4,69,0,1,west,1.59,,4,3,3,3
,9:00~10:00,Y,N,N,N,Y,N,N,N,sunny,25.4,68,0,2.3,west-northwest,2.27,,3,3,3,2
,10:00~11:00,Y,N,N,N,Y,N,N,N,sunny,27.7,60,0,1.7,northeast,2.59,,3,2,2,2
,11:00~12:00,Y,N,N,N,Y,N,N,N,sunny,29.3,59,0,2.3,east-northeast,3.19,,3,2,2,2
,12:00~13:00,Y,N,N,N,Y,N,N,N,sunny,30.1,51,0,2.5,south-northeast,2.74,,3,2,2,2
,13:00~14:00,Y,N,N,N,Y,N,N,N,sunny,30,52,0,2.7,south-northeast,2.22,,4,4,4,4
,14:00~15:00,Y,N,N,N,Y,N,N,N,sunny,30.3,53,0,5.3,south-northeast,2.99,,5,4,4,4
,15:00~16:00,Y,N,N,N,Y,N,N,N,sunny,30.8,51,0,5.2,south,2.68,,5,4,4,4
,16:00~17:00,Y,N,N,N,Y,N,N,N,sunny,31.5,52,0,4.6,south,2.17,,5,4,4,4
,17:00~18:00,Y,N,N,N,Y,N,N,N,sunny,29.7,55,0,4.7,south-southwest,0.92,,5,4,4,4
,18:00~19:00,Y,N,Y,N,N,N,N,N,sunny,27.6,67,0,3.1,south,0.46,,4,4,3,3
,19:00~20:00,Y,N,Y,N,N,N,N,N,sunny,27.1,73,0,3.7,south-southeast,0.13,,3,3,3,3
,20:00~21:00,Y,N,N,N,N,N,N,N,sunny,26.4,80,0,2.9,south,0,,3,3,3,3
,21:00~22:00,Y,N,N,N,N,N,N,N,sunny,26.1,83,0,3.3,south,0,,3,3,3,3
,22:00~23:00,Y,N,N,N,N,N,N,N,sunny,25.9,82,0,2.8,south,0,,2,2,2,2
,23:00~0:00,Y,N,N,N,N,N,N,N,sunny,26,82,0,3.2,south-southwest,0,,1,1,1,1
2022.08.10,0:00~1:00,Y,N,N,N,N,N,N,N,sunny,26.3,80,0,3.7,south-southwest,0,,1,1,1,1
,1:00~2:00,Y,N,N,N,N,N,N,N,sunny,26.1,80,0,2.7,south,0,,0,0,0,0
,2:00~3:00,Y,N,N,N,N,N,N,N,sunny,26,81,0,3.2,south-southwest,0,,0,0,0,0
,3:00~4:00,Y,N,N,N,N,N,N,N,sunny,26.4,78,0,2.9,south,0,,0,0,0,0
,4:00~5:00,Y,N,N,N,N,N,N,N,sunny,26,77,0,2.6,south-southwest,0,,0,0,0,0
,5:00~6:00,Y,N,N,N,N,N,N,N,sunny,25,83,0,3.1,south-southwest,0.01,,3,1,3,2
,6:00~7:00,Y,N,N,N,N,N,N,N,sunny,24.6,86,0,5.2,south,0.1,,4,3,3,3
,7:00~8:00,Y,N,Y,N,N,N,N,N,sunny,25.5,79,0,4.1,south-southwest,0.27,,4,3,3,3
,8:00~9:00,Y,N,Y,N,N,N,N,N,sunny,25.7,79,0,3.9,south,0.38,,4,3,3,3
,9:00~10:00,Y,N,N,N,Y,N,N,N,sunny,25.9,79,0,3.1,south,0.93,,3,3,3,2
,10:00~11:00,Y,N,N,N,Y,N,N,N,sunny,27.5,74,0,4.8,south-southeast,1.9,,3,2,2,2
,11:00~12:00,Y,N,N,N,Y,N,N,N,sunny,28.8,74,0,6.2,southeast,2.71,,3,2,2,2
,12:00~13:00,Y,N,N,N,Y,N,N,N,sunny,29.8,67,0,5.7,southeast,2.51,,3,2,2,2
,13:00~14:00,Y,N,N,N,Y,N,N,N,sunny,30.2,66,0,6.5,southeast,2.97,,4,4,4,4
,14:00~15:00,Y,N,N,N,Y,N,N,N,sunny,29.8,66,0,6.4,southeast,2.85,,5,4,4,4
,15:00~16:00,Y,N,N,N,Y,N,N,N,sunny,31.4,65,0,6.4,south-southeast,2.6,,5,4,4,4
,16:00~17:00,Y,N,N,N,Y,N,N,N,sunny,30.2,61,0,5.9,south-southeast,2.03,,5,4,4,4
,17:00~18:00,Y,N,N,N,Y,N,N,N,sunny,30.1,60,0,5.1,south-southeast,1.27,,5,4,4,4
,18:00~19:00,Y,N,Y,N,N,N,Y,N,sunny,29.5,62,0,3.9,south-southeast,0.69,,4,4,3,3
,19:00~20:00,Y,N,Y,N,N,N,Y,N,sunny,28.1,68,0,4.9,south-southeast,0.14,,3,3,3,3
,20:00~21:00,Y,N,N,N,N,N,Y,N,sunny,27.2,76,0,4.1,south,0,,3,3,3,3
,21:00~22:00,Y,N,N,N,N,N,N,N,sunny,26.6,80,0,3.7,south-southeast,0,,3,3,3,3
,22:00~23:00,Y,N,N,N,N,N,N,N,sunny,26.3,84,0,2.6,south-southeast,0,,2,2,2,2
,23:00~0:00,Y,N,N,N,N,N,N,N,sunny,25.9,86,0,2.7,south-southeast,0,,1,1,1,1
2022.08.11,0:00~1:00,N,Y,N,N,N,N,N,N,sunny,25.6,89,0,2.7,southeast,0,,1,1,1,1
,1:00~2:00,N,Y,N,N,N,N,N,N,sunny,25.5,89,0,2.3,south-southeast,0,,0,0,0,0
,2:00~3:00,N,Y,N,N,N,N,N,N,sunny,25.3,90,0,1.7,southeast,0,,0,0,0,0
,3:00~4:00,N,Y,N,N,N,N,N,N,sunny,25.4,89,0,1.4,south,0,,0,0,0,0
,4:00~5:00,N,Y,N,N,N,N,N,N,sunny,25.5,86,0,1.1,south-southwest,0,,0,0,0,0
,5:00~6:00,N,Y,N,N,N,N,N,N,sunny,25.6,85,0,1.6,south-southeast,0.01,,3,1,3,2
,6:00~7:00,N,Y,N,N,N,N,N,N,sunny,25.3,89,0,0.9,west-northwest,0.13,,4,3,4,3
,7:00~8:00,N,Y,N,N,N,N,N,N,sunny,25,90,0,1.8,west-northwest,0.3,,5,3,4,3
,8:00~9:00,N,Y,N,N,N,N,N,N,sunny,26.3,84,0,1.3,south-southwest,1.28,,5,3,4,3
,9:00~10:00,N,Y,N,N,Y,N,N,N,sunny,27.9,77,0,1.4,south,0.72,,5,3,4,2
,10:00~11:00,N,Y,N,N,Y,N,N,N,sunny,28,81,0,1.8,southwest,0.89,,4,2,2,2
,11:00~12:00,N,Y,N,N,Y,N,N,N,sunny,28.8,78,0,2.2,south,1.58,,3,2,2,2
,12:00~13:00,N,Y,N,N,Y,N,N,N,sunny,29.6,68,0,4.4,south-southeast,2.39,,3,2,2,2
,13:00~14:00,N,Y,N,N,Y,N,N,N,sunny,31.8,58,0,4,southeast,3.44,,3,2,2,2
,14:00~15:00,N,Y,N,N,Y,N,N,N,sunny,33,52,0,4.1,south-southeast,3.04,,3,2,2,2
,15:00~16:00,N,Y,N,N,Y,N,N,N,sunny,33.6,50,0,4.7,south-southeast,2.65,,3,2,2,2
,16:00~17:00,N,Y,N,N,Y,N,N,N,sunny,32.6,55,0,4.6,south-southeast,1.83,,3,3,3,3
,17:00~18:00,N,Y,N,N,Y,N,Y,N,sunny,30.8,63,0,5.5,south-southeast,1.08,,4,4,4,4
,18:00~19:00,N,Y,N,N,N,N,Y,N,sunny,30,65,0,5,southeast,0.58,,5,4,4,4
,19:00~20:00,N,Y,N,N,N,N,Y,N,sunny,29.2,68,0,4,southeast,0.07,,5,4,4,4
,20:00~21:00,N,Y,N,N,N,N,N,N,sunny,28.4,72,0,3.4,southeast,0,,4,3,3,3
,21:00~22:00,N,Y,N,N,N,N,N,N,sunny,27.9,75,0,4.3,southeast,0,,4,2,2,2
,22:00~23:00,N,Y,N,N,N,N,N,N,sunny,26.9,78,0,3.2,east-southeast,0,,2,2,2,2
,23:00~0:00,N,Y,N,N,N,N,N,N,sunny,26.4,81,0,2,east-southeast,0,,2,1,1,1
2022.08.12,0:00~1:00,N,Y,N,N,N,N,N,N,cloudy,25.8,84,0,1.6,southeast,0,,1,1,1,1
,1:00~2:00,N,Y,N,N,N,N,N,N,cloudy,25.7,85,0,2.5,south-southeast,0,,0,0,0,0
,2:00~3:00,N,Y,N,N,N,N,N,N,cloudy,25.7,84,0,2.4,south-southeast,0,,0,0,0,0
,3:00~4:00,N,Y,N,N,N,N,N,N,cloudy,25.4,86,0,1.2,southeast,0,,0,0,0,0
,4:00~5:00,N,Y,N,N,N,N,N,N,cloudy,25.6,82,0,1.6,east,0,,0,0,0,0
,5:00~6:00,N,Y,N,N,N,N,N,N,cloudy,25.3,84,0,1.1,southeast,0,,3,1,3,2
,6:00~7:00,N,Y,N,N,N,N,N,N,sunny,25.4,84,0,2.3,southeast,0.09,,4,3,4,3
,7:00~8:00,N,Y,N,N,N,N,N,N,sunny,25.7,83,0,1.9,south-southeast,0.36,,5,3,4,3
,8:00~9:00,N,Y,N,N,N,N,N,N,sunny,26.1,83,0,2.2,south-southeast,0.5,,5,3,4,3
,9:00~10:00,N,Y,N,N,Y,N,N,N,cloudy,26.4,80,0,1.9,southeast,0.7,,5,3,4,2
,10:00~11:00,N,Y,N,N,Y,N,N,N,cloudy,26.9,81,0,3.1,southeast,1.11,,4,2,2,2
,11:00~12:00,N,Y,N,N,Y,N,N,N,cloudy,27.6,75,0,3,south-southeast,0.95,,3,2,2,2
,12:00~13:00,N,Y,N,N,Y,N,N,N,cloudy,27.5,76,0,2.5,southeast,0.59,,3,2,2,2
,13:00~14:00,N,Y,N,N,Y,N,N,N,cloudy,27.4,80,0,2.4,east-southeast,0.65,,3,2,2,2
,14:00~15:00,N,Y,N,N,Y,N,N,N,cloudy,28.2,70,0,2.7,south,0.48,,3,2,2,2
,15:00~16:00,N,Y,N,N,Y,N,N,N,cloudy,27.3,78,0,4,south-southeast,0.49,,3,2,2,2
,16:00~17:00,N,Y,N,N,Y,N,N,N,cloudy,27.5,77,0,4.7,southeast,0.61,,3,3,3,3
,17:00~18:00,N,Y,N,N,Y,N,N,N,cloudy,27.1,78,0,5.5,southeast,0.18,,4,4,4,4
,18:00~19:00,N,Y,N,N,N,Y,N,N,cloudy,26.2,81,0,5,southeast,0.12,,5,4,4,4
,19:00~20:00,N,Y,N,N,N,Y,N,N,cloudy,26,82,0,2.6,east-southeast,0.01,,5,4,4,4
,20:00~21:00,N,Y,N,N,N,Y,N,N,cloudy,25.4,89,0,2.8,east,0,,4,3,3,3
,21:00~22:00,N,Y,N,N,N,Y,N,N,cloudy,24.5,98,0,2.7,south-southeast,0,,4,2,2,2
,22:00~23:00,N,Y,N,N,N,N,N,N,cloudy,23.6,100,0,2.6,south-southeast,0,,2,1,1,1
,23:00~0:00,N,Y,N,N,N,N,N,N,cloudy,24.3,98,0,3.9,south-southeast,0,,1,1,1,1
2022.08.13,0:00~1:00,N,Y,N,N,N,N,N,N,cloudy,23.5,100,0,1.6,south-southeast,0,,1,1,1,1
,1:00~2:00,N,Y,N,N,N,N,N,N,cloudy,22.8,100,0,1.4,east,0,,0,0,0,0
,2:00~3:00,N,Y,N,N,N,N,N,N,cloudy,22.9,100,0,3.3,northeast,0,,0,0,0,0
,3:00~4:00,N,Y,N,N,N,N,N,N,cloudy,23,100,0,2.6,north-northeast,0,,0,0,0,0
,4:00~5:00,N,Y,N,N,N,N,N,N,cloudy,22.7,100,0,3.1,north-northeast,0,,0,0,0,0
,5:00~6:00,N,Y,N,N,N,N,N,N,cloudy,22.8,100,0,1.9,east-northeast,0,,3,1,3,2
,6:00~7:00,N,Y,N,N,N,N,N,N,rainy,22.6,100,0,2.6,east-northeast,0.03,,4,3,4,3
,7:00~8:00,N,Y,N,N,N,N,N,N,rainy,22.8,100,0.1,2.5,north-northeast,0.11,,5,3,4,3
,8:00~9:00,N,Y,N,N,N,N,N,N,rainy,23.2,100,0,1.7,north-northeast,0.18,,5,3,4,3
,9:00~10:00,N,Y,N,N,Y,N,N,N,cloudy,23.4,100,0,1.6,north-northeast,0.37,,5,3,4,2
,10:00~11:00,N,Y,N,N,Y,N,N,N,cloudy,23.7,100,0,1.9,north-northeast,0.63,,4,2,2,2
,11:00~12:00,N,Y,N,N,Y,N,N,N,cloudy,24.3,98,0,1.4,north-northwest,0.69,,3,2,2,2
,12:00~13:00,N,Y,N,N,N,N,N,N,rainy,25,95,0,0.9,south-southwest,0.18,,3,2,2,2
,13:00~14:00,N,Y,N,N,N,N,N,N,rainy,23.8,100,0.3,2,west-northwest,0.24,,3,2,2,2
,14:00~15:00,N,Y,N,N,N,Y,N,N,rainy,24.1,100,0.9,1.4,north-northeast,0.28,,3,2,2,2
,15:00~16:00,N,Y,N,N,N,Y,N,N,rainy,24.1,99,1.6,1.4,east-northeast,0.54,,3,2,2,2
,16:00~17:00,N,Y,N,N,N,Y,N,N,rainy,24.9,98,2.5,3.1,east,0.5,,3,3,3,3
,17:00~18:00,N,Y,N,N,N,N,N,N,rainy,24.5,96,3.6,2.5,east-northeast,0.3,,4,4,4,4
,18:00~19:00,N,Y,N,N,N,N,N,N,rainy,24.3,95,2.5,1.9,east-northeast,0.13,,5,4,4,4
,19:00~20:00,N,Y,N,N,N,N,N,N,rainy,24.2,95,1.6,2.9,east-southeast,0.03,,5,4,4,4
,20:00~21:00,N,Y,N,N,N,N,N,N,rainy,24.2,92,0.9,2.5,east-northeast,0,,4,4,4,4
,21:00~22:00,N,Y,N,N,N,N,N,N,rainy,23.7,95,0.4,3,northeast,0,,4,3,3,3
,22:00~23:00,N,Y,N,N,N,N,N,N,rainy,23.3,98,0.1,1.2,east-northeast,0,,2,1,1,1
,23:00~0:00,N,Y,N,N,N,N,N,N,rainy,23.3,98,0,2.2,north-northeast,0,,1,1,1,1
2022.08.14,0:00~1:00,N,Y,N,N,N,N,N,N,sunny,23.5,97,0,2.7,northeast,0,,1,1,1,1
,1:00~2:00,N,Y,N,N,N,N,N,N,sunny,23.4,97,0,3.3,northeast,0,,0,0,0,0
,2:00~3:00,N,Y,N,N,N,N,N,N,sunny,23.3,98,0,2,northeast,0,,0,0,0,0
,3:00~4:00,N,Y,N,N,N,N,N,N,sunny,23.4,97,0,2.4,northeast,0,,0,0,0,0
,4:00~5:00,N,Y,N,N,N,N,N,N,sunny,23.3,96,0,2.2,east-northeast,0,,0,0,0,0
,5:00~6:00,N,Y,N,N,N,N,N,N,sunny,23.3,96,0,2.8,north-northeast,0.01,,3,1,3,2
,6:00~7:00,N,Y,N,N,N,N,N,N,cloudy,23.4,95,0,2.9,northeast,0.09,,4,3,4,3
,7:00~8:00,N,Y,N,N,N,N,N,N,cloudy,23,98,0,2.4,northeast,0.32,,5,3,4,3
,8:00~9:00,N,Y,N,N,N,N,N,N,cloudy,23.7,94,0,3.1,north-northeast,0.64,,5,3,4,3
,9:00~10:00,N,Y,N,N,Y,N,N,N,cloudy,24.6,87,0,2.3,northeast,0.86,,5,3,4,2
,10:00~11:00,N,Y,N,N,Y,N,N,N,cloudy,25.1,86,0,3,north-northeast,0.87,,4,2,2,2
,11:00~12:00,N,Y,N,N,Y,N,N,N,cloudy,25.2,84,0,2.8,north,1.71,,3,2,2,2
,12:00~13:00,N,Y,N,N,Y,N,N,N,cloudy,26.8,82,0,2.5,north-northeast,0.71,,3,2,2,2
,13:00~14:00,N,Y,N,N,Y,N,N,N,cloudy,25.4,87,0,2.8,east,0.45,,3,2,2,2
,14:00~15:00,N,Y,N,N,Y,Y,N,N,cloudy,24.2,94,0,2.7,east-northeast,0.48,,3,2,2,2
,15:00~16:00,N,Y,N,N,Y,Y,N,N,sunny,23.9,97,0,3.3,northeast,0.3,,4,3,3,3
,16:00~17:00,N,Y,N,N,Y,Y,N,N,sunny,23.6,97,0,2.8,east-northeast,0.27,,5,4,4,4
,17:00~18:00,N,Y,N,N,Y,N,N,N,sunny,23.5,99,0,2.4,east-northeast,0.12,,5,4,4,4
,18:00~19:00,N,Y,N,N,N,N,N,N,sunny,23.4,99,0,3.8,east-northeast,0.05,,5,4,4,4
,19:00~20:00,N,Y,N,N,N,N,N,N,sunny,23.1,99,0,2.4,east,0.01,,5,4,4,4
,20:00~21:00,N,Y,N,N,N,N,N,N,sunny,23,100,0,2.4,east,0,,4,4,4,4
,21:00~22:00,N,Y,N,N,N,N,N,N,sunny,23,99,0,1.8,east-northeast,0,,4,3,3,3
,22:00~23:00,N,Y,N,N,N,N,N,N,sunny,22.9,100,0,2.5,east-southeast,0,,2,1,1,1
,23:00~0:00,N,Y,N,N,N,N,N,N,sunny,23,99,0,1.9,east,0,,1,1,1,1
2022.08.15,0:00~1:00,N,Y,N,N,N,N,N,N,sunny,23,100,0,1.9,east-southeast,0,,1,1,1,1
,1:00~2:00,N,Y,N,N,N,N,N,N,sunny,23.1,100,0,0.9,east-southeast,0,,0,0,0,0
,2:00~3:00,N,Y,N,N,N,N,N,N,sunny,23.2,100,0,1.3,east,0,,0,0,0,0
,3:00~4:00,N,Y,N,N,N,N,N,N,sunny,23.2,100,0,2.1,southeast,0,,0,0,0,0
,4:00~5:00,N,Y,N,N,N,N,N,N,sunny,23.4,99,0,2,east,0,,0,0,0,0
,5:00~6:00,N,Y,N,N,N,N,N,N,sunny,23.3,100,0,2.3,east,0,,3,1,3,2
,6:00~7:00,N,Y,N,N,N,N,N,N,sunny,23.5,100,0,1.2,east-southeast,0.05,,4,3,4,3
,7:00~8:00,N,Y,N,N,N,N,N,N,sunny,23.5,100,0,3.2,southeast,0.31,,5,3,4,3
,8:00~9:00,N,Y,N,N,N,N,N,N,sunny,23.9,96,0,2.1,south-southeast,0.25,,5,3,4,3
,9:00~10:00,N,Y,N,N,Y,N,N,N,sunny,24,93,0,2.6,south-southeast,0.39,,5,3,4,2
,10:00~11:00,N,Y,N,N,Y,N,N,N,sunny,23.8,97,0,1,south-southeast,0.11,,4,2,2,2
,11:00~12:00,N,Y,N,N,Y,N,N,N,sunny,23.4,100,0,3.8,south-southeast,0.67,,3,2,2,2
,12:00~13:00,N,Y,N,N,Y,N,N,N,sunny,23.5,96,0,2,south-southeast,0.88,,3,2,2,2
,13:00~14:00,N,Y,N,N,Y,N,N,N,sunny,24.6,97,0,2.6,east-southeast,0.57,,3,2,2,2
,14:00~15:00,N,Y,N,N,Y,N,N,N,sunny,25.3,94,0,2.1,south-southeast,0.44,,3,2,2,2
,15:00~16:00,N,Y,N,N,Y,N,N,N,sunny,24.7,96,0,3,east-southeast,0.24,,4,3,3,3
,16:00~17:00,N,Y,N,N,Y,N,N,N,sunny,24.4,97,0,1,north,0.03,,5,4,4,4
,17:00~18:00,N,Y,N,N,Y,N,N,N,sunny,24.1,100,0,2.5,east,0.02,,5,4,4,4
,18:00~19:00,N,Y,N,N,N,N,N,N,sunny,24,100,0,1.9,east-northeast,0.01,,5,4,4,4
,19:00~20:00,N,Y,N,N,N,N,N,N,sunny,23.9,100,0,3.1,southeast,0,,5,4,4,4
,20:00~21:00,N,Y,N,N,N,N,N,N,sunny,23.6,100,0,2.1,southeast,0,,4,4,4,4
,21:00~22:00,N,Y,N,N,N,N,N,N,cloudy,23.4,100,0,0.7,west-northwest,0,,4,3,3,3
,22:00~23:00,N,Y,N,N,N,N,N,N,cloudy,23.5,100,0,1,south,0,,2,1,1,1
,23:00~0:00,N,Y,N,N,N,N,N,N,cloudy,23.7,100,0,1.1,southwest,0,,1,1,1,1
2022.08.16,0:00~1:00,N,Y,N,N,N,N,N,N,sunny,23.7,100,0,0.7,north-northeast,0,,1,1,1,1
,1:00~2:00,N,Y,N,N,N,N,N,N,sunny,23.6,100,0,0.7,east-southeast,0,,0,0,0,0
,2:00~3:00,N,Y,N,N,N,N,N,N,sunny,23.6,100,0,0.8,east-northeast,0,,0,0,0,0
,3:00~4:00,N,Y,N,N,N,N,N,N,sunny,23.5,100,0,0.5,northeast,0,,0,0,0,0
,4:00~5:00,N,Y,N,N,N,N,N,N,sunny,23.5,100,0,1.8,northeast,0,,0,0,0,0
,5:00~6:00,N,Y,N,N,N,N,N,N,sunny,23.5,100,0,1.3,north,0,,3,1,3,2
,6:00~7:00,N,Y,N,N,N,N,N,N,cloudy,22.9,100,0,1.5,north-northwest,0.01,,4,3,4,2
,7:00~8:00,N,Y,N,N,N,N,N,N,cloudy,22.9,100,0,2.6,northwest,0.09,,4,3,4,2
,8:00~9:00,N,Y,N,N,N,N,N,N,cloudy,22.8,100,0,1.7,west-northwest,0.19,,4,3,4,2
,9:00~10:00,N,Y,N,N,Y,N,N,N,sunny,23,100,0,2.7,west-northwest,0.36,,4,3,4,2
,10:00~11:00,N,Y,N,N,Y,N,N,N,sunny,22.9,100,0,1.2,west-northwest,0.39,,4,2,2,2
,11:00~12:00,N,Y,N,N,Y,N,N,N,sunny,23.1,100,0,1.8,west-northwest,0.23,,3,2,2,2
,12:00~13:00,N,Y,N,N,Y,N,N,N,cloudy,23.2,100,0,0.6,west,0.23,,3,2,2,2
,13:00~14:00,N,Y,N,N,Y,N,N,N,cloudy,23.5,100,0,1.2,south,0.48,,4,3,3,3
,14:00~15:00,N,Y,N,N,Y,N,N,N,cloudy,24.2,99,0,2.1,southwest,0.42,,5,4,4,4
,15:00~16:00,N,Y,N,N,Y,N,N,N,cloudy,24.2,98,0,2.2,southeast,0.39,,5,4,4,4
,16:00~17:00,N,Y,N,N,Y,N,N,N,cloudy,24.4,99,0,2.3,south-southeast,0.34,,5,4,4,4
,17:00~18:00,N,Y,N,N,Y,N,N,N,cloudy,24.3,99,0,2.5,south-southwest,0.42,,5,4,4,4
,18:00~19:00,N,Y,N,N,N,N,N,N,cloudy,24.4,99,0,2.5,south,0.19,,5,4,4,4
,19:00~20:00,N,Y,N,N,N,N,N,N,cloudy,24.3,99,0,3.3,south-southeast,0.04,,5,4,4,4
,20:00~21:00,N,Y,N,N,N,N,N,N,cloudy,23.4,100,0,3.8,south-southeast,0,,4,4,4,4
,21:00~22:00,N,Y,N,N,N,N,N,N,cloudy,23.7,99,0,3.8,south,0,,4,3,3,3
,22:00~23:00,N,Y,N,N,N,N,N,N,cloudy,23.3,99,0,2.1,south-southwest,0,,2,1,1,1
,23:00~0:00,N,Y,N,N,N,N,N,N,cloudy,23,100,0,2.6,south-southeast,0,,1,1,1,1
2022.08.17,0:00~1:00,N,Y,N,N,N,N,N,N,cloudy,23,100,0,4.2,south-southeast,0,,1,1,1,1
,1:00~2:00,N,Y,N,N,N,N,N,N,cloudy,22.8,99,0,2,south-southwest,0,,0,0,0,0
,2:00~3:00,N,Y,N,N,N,N,N,N,cloudy,23.1,100,0,2.6,south,0,,0,0,0,0
,3:00~4:00,N,Y,N,N,N,N,N,N,cloudy,22.9,100,0,2.2,east-southeast,0,,0,0,0,0
,4:00~5:00,N,Y,N,N,N,N,N,N,cloudy,22.1,100,0,0.7,north,0,,0,0,0,0
,5:00~6:00,N,Y,N,N,N,N,N,N,cloudy,22.4,100,0,2.5,south-southwest,0,,3,1,3,2
,6:00~7:00,N,Y,N,N,N,N,N,N,cloudy,22.8,100,0,2,south,0,,4,3,4,2
,7:00~8:00,N,Y,N,N,N,N,N,N,cloudy,22.9,100,0,2.5,south-southwest,0,,4,3,4,2
,8:00~9:00,N,Y,N,N,N,N,N,N,cloudy,23.3,100,0,4.1,south-southwest,0.01,,4,3,4,2
,9:00~10:00,N,Y,N,N,N,N,N,N,rainy,24.1,89,0,2.9,south-southwest,0.13,,4,3,4,2
,10:00~11:00,N,Y,N,N,N,N,N,N,rainy,24.8,89,0.1,2.9,south-southeast,0.35,,4,2,2,2
,11:00~12:00,N,Y,N,N,N,N,N,N,rainy,25.7,82,0,4.8,southeast,1.39,,3,2,2,2
,12:00~13:00,N,Y,N,N,Y,N,N,N,sunny,26.3,83,0,4.3,south-southeast,0.59,,3,2,2,2
,13:00~14:00,N,Y,N,N,Y,N,N,N,sunny,26.6,82,0,4,southeast,1.1,,4,3,3,3
,14:00~15:00,N,Y,N,N,Y,N,N,N,sunny,27.3,79,0,4.5,southeast,1.44,,5,4,4,4
,15:00~16:00,N,Y,N,N,Y,N,N,N,cloudy,26.7,84,0,4.6,southeast,1.72,,5,4,4,4
,16:00~17:00,N,Y,N,N,Y,N,N,N,cloudy,28.7,79,0,3.6,south-southeast,2.97,,5,4,4,4
,17:00~18:00,N,Y,N,N,Y,N,N,N,cloudy,29.4,78,0,3.1,south-southeast,2.21,,5,4,4,4
,18:00~19:00,N,Y,N,N,N,N,N,N,cloudy,28.6,81,0,3.7,south,2.71,,5,4,4,4
,19:00~20:00,N,Y,N,N,N,N,N,N,cloudy,27.8,83,0,1.8,south-southeast,1.95,,5,4,4,4
,20:00~21:00,N,Y,N,N,N,N,N,N,cloudy,26.8,85,0,2,south,0.69,,4,4,4,4
,21:00~22:00,N,Y,N,N,N,N,N,N,cloudy,26.2,87,0,1.5,south,0.64,,4,3,3,3
,22:00~23:00,N,Y,N,N,N,N,N,N,cloudy,25.5,88,0,0.5,west-northwest,0.1,,2,1,1,1
,23:00~0:00,N,Y,N,N,N,N,N,N,cloudy,25.5,88,0,2.9,west-northwest,0,,1,1,1,1
2022.08.18,0:00~1:00,N,Y,N,N,N,N,N,N,cloudy,24.8,87,0,1.1,west-northwest,0,,1,1,1,1
,1:00~2:00,N,Y,N,N,N,N,N,N,cloudy,24.1,91,0,1,west-northwest,0,,0,0,0,0
,2:00~3:00,N,Y,N,N,N,N,N,N,cloudy,23.8,96,0,0.2,west-northwest,0,,0,0,0,0
,3:00~4:00,N,Y,N,N,N,N,N,N,cloudy,23.4,98,0,0,west-northwest,0,,0,0,0,0
,4:00~5:00,N,Y,N,N,N,N,N,N,cloudy,23.2,99,0,1.5,south,0,,0,0,0,0
,5:00~6:00,N,Y,N,N,N,N,N,N,cloudy,23.3,98,0,0.5,north,0.02,,3,1,3,2
,6:00~7:00,N,Y,N,N,N,N,N,N,rainy,23.7,98,0,1.3,east-northeast,0.33,,4,3,4,2
,7:00~8:00,N,Y,N,N,N,N,N,N,rainy,25.1,94,0.1,1.6,south,0.49,,4,3,4,2
,8:00~9:00,N,Y,N,N,N,N,N,N,rainy,25.9,91,0.4,0.7,south-southeast,0.68,,4,3,4,2
,9:00~10:00,N,Y,N,N,N,N,N,N,rainy,26.8,83,0.4,1.8,east,1.2,,4,3,4,2
,10:00~11:00,N,Y,N,N,N,N,N,N,rainy,27.1,80,0.1,0.9,south,1.72,,4,2,2,2
,11:00~12:00,N,Y,N,N,N,N,N,N,rainy,28.7,76,0,2.2,south-southeast,2.97,,3,2,2,2
,12:00~13:00,N,Y,N,N,Y,N,N,N,cloudy,30.6,72,0,3.1,southeast,3.22,,3,2,2,2
,13:00~14:00,N,Y,N,N,Y,N,N,N,cloudy,30.8,67,0,4.5,southeast,2.94,,4,3,3,3
,14:00~15:00,N,Y,N,N,Y,N,N,N,cloudy,30.3,68,0,3,southeast,2.74,,4,3,3,3
,15:00~16:00,N,Y,N,N,N,N,N,N,sunny,31.6,65,0,3.3,south,2.61,,4,3,3,3
,16:00~17:00,N,Y,N,N,N,N,N,N,sunny,31.5,60,0,3.9,south-southeast,1.64,,4,3,3,3
