Drying_days,roaster_time,roaster_temperature,coca_melting_temperature,coca_melting_time,coca_melting_rotate_speed,Sugar_Mixer_temperature,Sugar_Mixer_rotate_speed,Sugar_Mixer_time,Conching_time,conching_temperature,conching_rotate_speed,pump1_temperature,pump1_pressure,pump1_Flow_rate,melting_tank_temperature,melting_tank_time,pump2_temperature,pump2_pressure,pump2_Flow_rate,tempering_machine_temperature,tempering_machine_time,tempering_machine_rotate_speed,pump3_temperature,pump3_pressure,pump3_Flow_rate,moulding_machine_temperature,moulding_machine_time,sweetness,color,hardness,glossiness,shape,bitterness,passed,roaster_failure,Cocoa_Butter_Melting_Tank_failure,Sugar_Mixer_failure,Conching_failure,Pump1_failure,Melting_Tank_failure,Pump2_failure,Tempering_Machine_failure,Pump3_failure,moulding_machine_failure,
4,39,80,49,28,49,47,382,19,244,61,67,64,51,31,49,30,58,67,32,49,44,40,55,64,32,9,29,3,2,2,1,3,2,0,0,0,0,0,0,0,0,0,0,0,
2,40,79,48,35,48,46,389,19,235,59,60,62,65,31,54,29,57,71,31,49,43,40,61,63,31,8,29,3,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,
4,39,80,49,30,49,47,427,20,251,62,52,56,64,32,53,30,59,73,32,49,44,38,60,64,32,9,29,3,2,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,
3,39,79,46,26,46,46,351,20,193,52,52,69,70,30,51,29,53,75,31,47,39,41,58,61,31,8,27,2,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,
3,40,81,54,29,54,48,416,19,340,77,51,65,62,34,46,31,66,69,33,52,50,38,54,69,33,10,32,2,3,3,2,4,1,1,0,0,1,0,0,0,0,1,0,1,
2,42,80,52,34,52,47,434,20,303,71,57,52,74,33,46,30,62,64,32,51,47,41,60,66,32,9,31,3,3,3,2,4,1,1,0,0,0,0,0,0,0,0,0,1,
5,38,80,50,29,50,47,425,20,275,66,67,61,56,32,50,30,60,68,32,50,45,37,58,65,32,9,30,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,
5,39,81,54,27,54,48,423,20,343,77,50,51,52,34,48,31,66,64,33,53,50,37,58,69,33,10,33,3,3,3,2,3,2,1,0,1,0,1,0,1,0,1,0,1,
2,40,80,52,37,52,47,441,21,304,71,57,69,72,33,46,30,62,71,32,51,47,40,61,66,32,9,31,3,3,3,2,4,1,0,0,0,0,0,0,0,0,0,0,0,
5,40,78,46,33,46,45,368,20,191,52,55,69,72,30,51,28,52,69,30,47,39,40,62,60,30,7,27,3,2,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,
4,41,79,47,28,47,46,407,21,207,55,54,60,68,31,53,29,55,74,31,48,41,38,58,62,31,8,28,3,2,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,
5,40,78,45,29,45,45,405,20,184,51,61,61,64,30,46,28,50,71,30,46,37,41,63,59,30,7,26,3,2,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,
3,41,80,49,35,49,47,439,21,255,63,50,53,75,32,53,30,59,70,32,50,44,36,64,64,32,9,30,3,2,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,
2,40,79,47,27,47,46,442,18,211,55,56,50,75,31,49,29,55,64,31,48,41,42,59,62,31,8,28,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,
3,39,81,53,30,53,48,407,19,315,73,61,51,64,33,51,31,63,69,33,51,48,41,60,67,33,10,31,3,3,3,2,4,1,0,0,0,0,0,0,0,0,0,0,0,
5,39,80,50,30,50,47,366,19,268,65,63,60,79,32,49,30,60,68,32,50,45,41,56,65,32,9,30,3,2,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,
6,42,81,52,32,52,48,369,20,315,72,65,57,61,33,46,31,63,67,33,51,48,44,58,67,33,10,31,2,3,3,1,3,2,0,0,0,0,0,0,0,0,0,0,0,
5,40,80,48,32,48,47,371,22,239,60,69,63,60,31,52,30,58,68,32,49,43,37,62,64,32,9,29,3,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,
2,39,79,46,29,46,46,354,20,201,54,57,56,52,30,53,29,54,63,31,48,40,43,58,61,31,8,28,3,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,
5,38,79,46,30,46,46,375,20,201,54,56,56,77,30,50,29,54,66,31,48,40,40,57,61,31,8,28,2,2,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,
3,39,80,49,39,49,47,379,20,247,61,59,56,73,31,52,30,58,71,32,49,44,35,61,64,32,9,29,3,2,2,1,3,2,0,0,0,0,0,0,0,0,0,0,0,
4,40,80,49,28,49,47,352,20,248,61,68,52,79,32,55,30,58,62,32,49,44,37,62,64,32,9,29,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,
5,38,81,52,38,52,48,399,21,311,72,64,69,64,33,51,31,63,67,33,51,47,39,56,67,33,10,31,3,3,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,
4,38,78,45,38,45,45,417,21,183,50,54,52,80,30,53,28,49,68,30,46,36,38,62,58,30,7,26,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,
4,41,80,49,33,49,47,377,19,249,61,55,68,64,32,50,30,58,72,32,49,44,42,60,64,32,9,29,2,2,2,1,3,2,0,0,0,0,0,0,0,0,0,0,0,
4,40,80,50,32,50,47,388,20,268,65,55,52,68,32,51,30,60,70,32,50,45,39,59,65,32,9,30,3,2,2,1,3,2,0,0,0,0,0,0,0,0,0,0,0,
2,40,81,53,35,53,48,426,21,329,75,69,56,59,33,53,31,65,71,33,52,49,45,59,68,33,10,32,3,3,3,2,4,1,1,0,0,0,0,0,0,0,0,0,1,
4,40,79,46,26,46,46,426,20,194,52,51,50,61,30,51,29,53,69,31,47,39,41,61,61,31,8,27,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,
5,39,81,54,34,54,48,366,21,346,78,52,61,56,34,54,31,67,69,33,53,51,41,60,69,33,10,33,2,3,3,2,3,2,1,0,1,1,1,0,1,0,1,0,1,
6,41,79,46,26,46,46,409,19,201,54,65,57,76,30,50,29,54,61,31,48,40,39,63,61,31,8,28,3,2,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,
2,41,82,54,29,54,49,428,20,349,78,68,60,75,34,49,32,68,66,34,53,51,40,61,70,34,11,33,3,3,3,3,4,1,1,0,0,0,0,0,0,0,0,0,0,
3,40,79,47,28,47,46,392,21,215,56,67,61,72,31,45,29,56,76,31,48,42,43,62,62,31,8,28,3,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,
5,38,81,52,28,52,48,379,21,311,72,67,52,58,33,54,31,63,72,33,51,47,39,60,67,33,10,31,2,3,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,
4,40,81,54,31,54,48,421,21,334,76,66,57,58,33,53,31,65,70,33,52,49,39,61,68,33,10,32,3,3,3,2,4,1,1,0,0,0,0,0,0,0,0,0,1,
5,39,79,46,36,46,46,425,20,199,53,51,62,51,30,52,29,54,64,31,47,40,38,55,61,31,8,27,3,2,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,
4,40,81,53,39,53,48,410,20,331,75,54,54,75,33,47,31,65,69,33,52,49,43,59,68,33,10,32,2,3,3,2,4,1,1,0,0,1,0,0,0,0,1,0,1,
5,41,80,51,40,51,47,432,21,282,67,63,58,60,32,54,30,61,68,32,50,46,39,58,65,32,9,30,2,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,
3,40,81,53,31,53,48,383,19,326,74,64,57,76,33,45,31,64,67,33,52,49,39,63,68,33,10,32,3,3,3,2,4,1,0,0,0,0,0,0,0,0,0,0,0,
2,41,80,49,38,49,47,422,21,253,62,70,51,74,32,46,30,59,83,32,50,44,43,61,64,32,9,30,2,2,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,
2,40,82,54,30,54,49,351,19,348,78,61,50,70,34,50,32,68,74,34,53,51,39,58,70,34,11,33,2,3,3,2,4,1,0,0,0,0,0,0,0,0,0,0,0,
4,38,79,47,33,47,46,440,20,209,55,64,68,52,31,48,29,55,63,31,48,41,37,61,62,31,8,28,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,
5,41,81,53,35,53,48,446,20,327,74,50,53,69,33,46,31,65,69,33,52,49,41,61,68,33,10,32,3,3,3,2,3,2,1,0,1,0,1,0,1,0,1,0,1,
2,41,80,49,34,49,47,354,22,258,63,55,59,63,32,51,30,59,76,32,50,44,41,58,64,32,9,30,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,
4,39,79,47,34,47,46,398,19,225,57,60,51,69,31,51,29,57,67,31,49,42,40,61,63,31,8,29,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,
2,39,81,53,34,53,48,435,20,329,75,66,69,71,33,53,31,65,73,33,52,49,38,61,68,33,10,32,3,3,3,4,5,0,1,0,0,0,0,0,0,0,0,0,0,
3,41,80,51,27,51,47,441,19,287,68,55,55,60,32,49,30,61,73,32,50,46,39,60,66,32,9,30,2,3,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,
5,40,80,51,31,51,47,447,20,296,69,54,51,50,33,50,30,62,65,32,51,46,40,57,66,32,9,31,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,
3,41,80,51,33,51,47,419,19,289,68,64,67,70,32,45,30,61,72,32,51,46,42,63,66,32,9,31,3,3,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,
2,39,80,50,39,50,47,440,19,269,65,65,55,79,32,53,30,60,76,32,50,45,41,63,65,32,9,30,3,2,2,3,4,1,0,0,0,0,0,0,0,0,0,0,0,
5,41,79,48,26,48,46,424,21,235,59,54,66,66,31,48,29,57,67,31,49,43,39,59,63,31,8,29,3,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,
3,39,81,53,28,53,48,440,19,316,73,64,54,65,33,47,31,63,63,33,51,48,39,61,67,33,10,31,3,3,3,2,4,1,0,0,0,0,0,0,0,0,0,0,0,
5,41,81,53,31,53,48,435,20,329,75,66,67,72,33,49,31,65,70,33,52,49,41,58,68,33,10,32,2,3,3,4,4,1,1,0,0,1,0,0,0,0,0,0,0,
6,39,80,50,31,50,47,427,19,262,64,63,54,57,32,55,30,59,71,32,50,45,40,61,65,32,9,30,3,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,
6,39,80,49,36,49,47,436,22,259,63,60,68,52,32,47,30,59,71,32,50,44,41,59,65,32,9,30,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,
5,41,81,54,26,54,48,421,21,342,77,65,66,64,34,54,31,66,82,33,53,50,42,62,69,33,10,33,2,3,3,2,3,2,1,0,1,1,1,0,1,0,1,0,1,
2,42,79,46,27,46,46,434,20,201,54,53,62,72,30,46,29,54,69,31,48,40,41,61,61,31,8,28,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,
5,40,79,46,32,46,46,407,21,198,53,66,62,68,30,46,29,54,67,31,47,40,42,61,61,31,8,27,3,2,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,
6,40,81,53,34,53,48,430,22,321,73,58,65,67,33,47,31,64,67,33,52,48,39,63,67,33,10,32,3,3,3,3,3,2,1,0,0,0,0,0,0,0,0,0,0,
4,38,83,55,34,55,50,386,18,360,80,69,70,57,34,50,33,74,72,35,56,56,39,60,73,35,12,36,2,4,4,2,4,1,1,0,0,0,0,0,0,0,0,0,0,
5,40,80,50,31,50,47,434,21,277,66,67,61,75,32,49,30,60,76,32,50,45,39,61,65,32,9,30,2,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,
3,40,81,52,34,52,48,421,20,306,71,60,64,73,33,47,31,63,78,33,51,47,39,55,67,33,10,31,3,3,3,2,4,1,0,0,0,0,0,0,0,0,0,0,0,
5,40,80,51,32,51,47,441,19,281,67,54,55,62,32,46,30,61,66,32,50,46,39,65,65,32,9,30,2,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,
5,39,80,49,37,49,47,383,20,249,62,52,55,80,32,48,30,59,75,32,49,44,42,62,64,32,9,29,3,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,
6,40,79,46,26,46,46,358,20,197,53,70,54,70,30,45,29,53,59,31,47,40,39,58,61,31,8,27,3,2,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,
4,39,81,54,35,54,48,393,19,347,78,51,56,80,34,51,31,67,68,33,53,51,38,62,69,33,10,33,2,3,3,2,4,1,1,0,0,1,0,0,0,0,1,0,1,
2,39,79,47,26,47,46,360,21,215,56,50,65,63,31,45,29,56,71,31,48,42,41,56,62,31,8,28,3,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,
2,41,81,53,26,53,48,415,19,331,75,58,61,79,33,47,31,65,75,33,52,49,39,59,68,33,10,32,2,3,3,2,4,1,0,0,0,0,0,0,0,0,0,0,0,
2,39,82,55,31,55,49,380,19,354,79,59,64,76,34,48,32,69,64,34,54,52,40,62,71,34,11,34,2,3,3,2,4,1,1,0,0,1,0,0,0,0,1,0,1,
3,40,80,48,36,48,47,419,21,237,60,55,64,72,31,52,30,58,72,32,49,43,41,61,64,32,9,29,3,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,
5,40,79,46,36,46,46,406,19,203,54,51,53,76,31,54,29,54,66,31,48,40,39,56,62,31,8,28,3,2,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,
4,40,79,48,25,48,46,421,20,232,59,66,61,74,31,48,29,57,73,31,49,43,40,60,63,31,8,29,3,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,
6,40,81,54,36,54,48,376,22,344,77,57,60,57,34,47,31,67,69,33,53,50,37,56,69,33,10,33,3,3,3,3,3,2,1,0,0,0,0,0,0,0,0,0,0,
3,40,79,48,31,48,46,376,20,230,58,69,62,76,31,48,29,57,72,31,49,43,38,58,63,31,8,29,2,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,
3,41,78,45,37,45,45,449,22,188,51,57,58,75,30,55,28,51,69,30,47,38,42,55,60,30,7,27,3,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,
3,40,81,53,40,53,48,374,20,316,73,70,61,54,33,53,31,63,68,33,51,48,38,59,67,33,10,31,2,3,3,1,4,1,0,0,0,0,0,0,0,0,0,0,0,
2,38,81,53,27,53,48,403,19,326,74,69,56,71,33,49,31,64,66,33,52,48,41,59,68,33,10,32,2,3,3,2,4,1,0,0,0,0,0,0,0,0,0,0,0,
4,41,81,54,32,54,48,409,21,336,76,58,69,55,33,49,31,66,76,33,52,49,37,62,68,33,10,32,3,3,3,2,4,1,1,0,0,0,0,0,0,0,0,0,1,
3,39,82,55,29,55,49,422,19,355,79,66,65,68,34,53,32,70,69,34,54,53,41,60,71,34,11,34,3,3,3,2,4,1,1,0,0,0,0,0,0,0,0,0,1,
6,42,80,48,32,48,47,446,18,236,59,53,54,52,31,48,30,58,68,32,49,43,39,58,64,32,9,29,3,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,
2,39,80,50,39,50,47,408,19,264,64,69,62,71,32,51,30,60,70,32,50,45,39,62,65,32,9,30,4,2,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,
3,40,79,47,37,47,46,364,21,224,57,54,57,68,31,54,29,57,70,31,49,42,39,61,63,31,8,29,3,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,
2,41,81,53,27,53,48,420,22,328,75,68,55,67,33,46,31,65,72,33,52,49,41,57,68,33,10,32,2,3,3,2,4,1,0,0,0,0,0,0,0,0,0,0,0,
2,40,80,51,27,51,47,401,21,288,68,68,62,59,32,51,30,61,70,32,51,46,40,60,66,32,9,31,2,3,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,
2,38,81,52,34,52,48,390,20,314,72,69,65,62,33,45,31,63,75,33,51,48,42,59,67,33,10,31,2,3,3,2,4,1,0,0,0,0,0,0,0,0,0,0,0,
5,41,80,48,40,48,47,441,19,239,60,50,59,51,31,45,30,58,71,32,49,43,39,60,64,32,9,29,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,
5,40,79,46,32,46,46,387,18,195,52,65,61,59,30,51,29,53,72,31,47,39,40,59,61,31,8,27,3,2,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,
5,41,82,55,32,55,49,394,20,351,79,69,60,66,34,51,32,68,72,34,53,52,39,60,70,34,11,33,2,3,3,2,3,2,1,0,1,1,1,0,1,0,1,0,1,
5,40,81,53,33,53,48,390,18,328,75,67,58,62,33,49,31,65,61,33,52,49,43,56,68,33,10,32,2,3,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,
4,42,80,50,34,50,47,415,21,275,66,69,66,72,32,54,30,60,67,32,50,45,39,60,65,32,9,30,3,3,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,
5,42,80,48,29,48,47,434,18,236,59,70,65,65,31,54,30,58,67,32,49,43,39,59,64,32,9,29,3,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,
4,40,80,51,30,51,47,398,21,296,69,53,54,71,33,45,30,62,63,32,51,47,38,59,66,32,9,31,3,3,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,
3,41,80,50,27,50,47,363,21,275,66,66,69,52,32,54,30,60,75,32,50,45,42,62,65,32,9,30,3,3,3,1,3,2,0,0,0,0,0,0,0,0,0,0,0,
3,42,81,53,35,53,48,414,21,321,74,69,57,64,33,54,31,64,71,33,52,48,38,58,67,33,10,32,3,3,3,2,4,1,0,0,0,0,0,0,0,0,0,0,0,
2,40,82,55,33,55,49,353,18,351,79,52,59,73,34,55,32,68,66,34,53,52,42,62,70,34,11,33,3,3,3,2,4,1,1,0,0,0,0,0,0,0,0,0,1,
3,39,80,50,36,50,47,410,20,273,65,55,63,51,32,47,30,60,71,32,50,45,43,58,65,32,9,30,3,3,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,
5,41,81,53,40,53,48,444,20,327,75,68,51,79,33,47,31,65,65,33,52,49,37,62,68,33,10,32,3,3,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,
2,41,79,47,32,47,46,372,20,217,56,52,60,62,31,48,29,56,73,31,48,42,38,60,63,31,8,28,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,
3,40,80,49,28,49,47,412,20,259,63,60,64,66,32,51,30,59,71,32,50,44,38,60,65,32,9,30,3,2,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,
4,40,81,53,26,53,48,433,21,316,73,53,53,68,33,52,31,63,67,33,51,48,43,59,67,33,10,31,3,3,3,2,4,2,1,0,0,0,0,0,0,0,0,0,1,
6,38,81,53,27,53,48,416,20,315,73,59,56,70,33,50,31,63,70,33,51,48,42,59,67,33,10,31,1,3,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,
4,40,81,53,40,53,48,353,20,331,75,69,63,63,33,53,31,65,74,33,52,49,36,59,68,33,10,32,3,3,3,2,4,1,1,0,0,0,0,0,0,0,0,0,1,
3,40,79,47,26,47,46,385,20,225,57,67,66,64,31,50,29,57,73,31,49,42,40,61,63,31,8,29,2,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,
6,40,79,47,30,47,46,352,21,219,57,63,56,78,31,49,29,56,73,31,48,42,42,62,63,31,8,28,1,2,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,
6,41,77,45,26,45,44,405,19,180,50,52,63,62,30,45,27,45,72,29,44,33,36,57,56,29,6,24,2,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,
2,39,80,51,34,51,47,433,20,289,68,64,51,76,32,50,30,61,72,32,51,46,39,58,66,32,9,31,2,3,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,
4,40,81,52,39,52,48,407,21,308,71,63,60,69,33,54,31,63,69,33,51,47,42,59,67,33,10,31,1,3,3,2,4,2,0,0,0,0,0,0,0,0,0,0,0,
3,41,81,54,31,54,48,411,19,337,76,52,68,55,33,48,31,66,76,33,52,50,42,60,68,33,10,32,2,3,3,2,4,1,0,0,0,0,0,0,0,0,0,0,0,
5,41,79,47,38,47,46,356,19,220,57,63,59,60,31,48,29,56,70,31,48,42,38,60,63,31,8,28,2,2,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,
3,40,78,45,39,45,45,374,20,183,50,50,70,65,30,46,28,49,78,30,46,36,39,62,58,30,7,26,3,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,
6,38,80,52,30,52,47,386,19,303,70,58,65,72,33,51,30,62,71,32,51,47,44,59,66,32,9,31,3,3,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,
3,42,80,50,34,50,47,430,20,261,64,68,62,76,32,50,30,59,72,32,50,45,40,63,65,32,9,30,2,2,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,
3,40,79,47,29,47,46,419,20,212,55,51,65,62,31,50,29,55,64,31,48,41,41,57,62,31,8,28,3,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,
4,39,79,48,34,48,46,360,19,232,59,58,58,69,31,47,29,57,68,31,49,43,40,61,63,31,8,29,3,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,
4,38,79,46,26,46,46,370,20,204,54,60,54,74,31,48,29,54,74,31,48,41,41,56,62,31,8,28,3,2,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,
4,40,79,48,26,48,46,396,22,229,58,53,69,80,31,51,29,57,66,31,49,43,38,63,63,31,8,29,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,
5,39,80,52,40,52,47,449,21,297,70,61,68,64,33,53,30,62,67,32,51,47,46,59,66,32,9,31,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,
4,39,81,52,27,52,48,440,20,310,72,60,70,61,33,52,31,63,78,33,51,47,37,59,67,33,10,31,3,3,3,2,4,2,1,0,0,0,0,0,0,0,0,0,1,
3,41,82,55,34,55,49,351,19,358,80,65,64,58,34,54,32,72,63,34,55,54,41,65,72,34,11,35,2,4,4,2,4,1,1,0,0,0,0,0,0,0,0,0,0,
2,40,80,50,29,50,47,446,21,276,66,52,69,65,32,46,30,60,75,32,50,45,39,64,65,32,9,30,3,3,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,
4,41,79,46,29,46,46,426,19,207,54,56,55,63,31,46,29,55,73,31,48,41,41,61,62,31,8,28,3,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,
3,39,80,50,34,50,47,367,20,265,64,64,57,52,32,54,30,60,77,32,50,45,39,58,65,32,9,30,4,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,
3,39,81,53,32,53,48,378,21,331,75,53,50,63,33,49,31,65,71,33,52,49,41,62,68,33,10,32,3,3,3,2,4,1,1,0,0,0,0,0,0,0,0,0,1,
3,41,80,48,32,48,47,389,21,236,59,54,56,72,31,46,30,58,77,32,49,43,40,60,64,32,9,29,2,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,
6,40,80,49,35,49,47,387,20,252,62,65,69,53,32,46,30,59,70,32,49,44,41,61,64,32,9,29,3,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,
5,39,77,45,34,45,44,416,20,181,50,70,51,62,30,51,27,47,70,29,45,35,39,62,57,29,6,25,2,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,
5,39,81,52,27,52,48,403,20,313,72,64,54,79,33,54,31,63,67,33,51,48,39,59,67,33,10,31,3,3,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,
2,39,80,51,32,51,47,414,20,284,67,51,60,63,32,54,30,61,64,32,50,46,41,60,66,32,9,30,3,3,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,
3,41,81,53,35,53,48,350,20,330,75,53,65,52,33,51,31,65,71,33,52,49,39,59,68,33,10,32,3,3,3,2,4,1,1,0,0,0,0,0,0,0,0,0,1,
4,40,80,48,38,48,47,450,21,243,60,68,64,73,31,53,30,58,70,32,49,43,40,62,64,32,9,29,3,2,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,
4,39,80,52,38,52,47,384,20,300,70,63,67,76,33,49,30,62,77,32,51,47,38,61,66,32,9,31,2,3,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,
6,41,80,49,31,49,47,414,19,244,61,64,51,78,31,46,30,58,71,32,49,44,39,59,64,32,9,29,3,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,
5,41,80,49,35,49,47,370,21,259,63,65,67,78,32,54,30,59,66,32,50,44,42,56,65,32,9,30,2,2,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,
5,42,78,45,33,45,45,418,19,183,50,55,62,52,30,52,28,49,74,30,46,36,40,59,58,30,7,26,3,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,
3,40,81,52,35,52,48,394,21,308,71,68,56,73,33,54,31,63,71,33,51,47,41,58,67,33,10,31,2,3,3,2,4,2,0,0,0,0,0,0,0,0,0,0,0,
5,39,81,52,25,52,48,410,20,307,71,67,69,60,33,50,31,63,69,33,51,47,39,61,67,33,10,31,2,3,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,
5,39,80,51,38,51,47,399,21,294,69,62,54,52,33,52,30,62,67,32,51,46,40,56,66,32,9,31,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,
6,39,79,46,29,46,46,408,20,206,54,66,67,72,31,50,29,55,77,31,48,41,38,60,62,31,8,28,3,2,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,
4,41,82,55,38,55,49,441,21,352,79,68,70,50,34,49,32,69,72,34,53,52,40,60,70,34,11,33,3,3,3,3,4,1,1,0,0,0,0,0,0,0,0,0,0,
4,39,79,47,28,47,46,439,21,213,56,53,54,73,31,48,29,55,73,31,48,41,43,63,62,31,8,28,3,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,
4,38,80,52,28,52,47,378,20,302,70,52,53,76,33,50,30,62,71,32,51,47,39,61,66,32,9,31,3,3,3,2,4,2,0,0,0,0,0,0,0,0,0,0,0,
3,38,78,45,29,45,45,382,21,189,51,60,63,57,30,54,28,52,67,30,47,38,39,60,60,30,7,27,2,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,
6,40,81,54,33,54,48,431,20,336,76,54,65,67,33,50,31,66,71,33,52,49,37,58,68,33,10,32,4,3,3,3,3,2,1,0,0,0,0,0,0,0,0,0,0,
6,41,81,52,29,52,48,422,19,311,72,70,63,61,33,53,31,63,73,33,51,47,39,63,67,33,10,31,1,3,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,
6,40,80,52,36,52,47,396,20,304,71,69,52,75,33,54,30,62,69,32,51,47,41,61,66,32,9,31,2,3,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,
4,40,80,49,38,49,47,362,21,247,61,51,59,66,31,46,30,58,68,32,49,44,43,62,64,32,9,29,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,
6,39,80,49,40,49,47,447,18,247,61,57,52,63,31,54,30,58,75,32,49,44,41,59,64,32,9,29,3,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,
5,39,80,52,29,52,47,363,21,299,70,57,59,59,33,51,30,62,78,32,51,47,41,56,66,32,9,31,2,3,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,
5,42,81,54,29,54,48,358,20,339,77,68,63,51,34,46,31,66,67,33,52,50,38,60,69,33,10,32,3,3,3,2,3,2,1,0,1,0,1,0,1,0,1,0,1,
2,41,80,51,32,51,47,420,20,286,68,64,65,59,32,51,30,61,72,32,50,46,42,57,66,32,9,30,3,3,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,
